000;0.37094133499066134,0.3348134766539634,0.2491314866145789,1.5817375640239282,
011;-0.9333471717234839,0.16665450722414785,-0.43337016192296957,-0.9335473473260963,
110;0.0,0.0,0.0,0.0,
001;-0.9997263125265989,-0.9996090178951416,0.0,-0.9999678009424415,
100;0.0,0.0,0.0,0.0,
111;4.999999999144551,2.0991772596584704,1.4882811597773142,0.9810255350534117,
101;0.0,0.0,0.0,0.0,
010;0.0,0.0,0.0,0.0,
